"Nível","Cód.","Unidade da Federação","População Residente - 2019"
"MU","2911006","Floresta Azul (BA)","10629"
"MU","2911105","Formosa do Rio Preto (BA)","25591"
"MU","2911204","Gandu (BA)","32403"
"MU","2911253","Gavião (BA)","4463"
"MU","2911303","Gentio do Ouro (BA)","11233"
"MU","2911402","Glória (BA)","15221"
"MU","2911501","Gongogi (BA)","7128"
"MU","2911600","Governador Mangabeira (BA)","20722"
"MU","2911659","Guajeru (BA)","6937"
"MU","2911709","Guanambi (BA)","84481"
"MU","2911808","Guaratinga (BA)","20843"
"MU","2911857","Heliópolis (BA)","13031"
"MU","2911907","Iaçu (BA)","24305"
"MU","2912004","Ibiassucê (BA)","9224"
"MU","2912103","Ibicaraí (BA)","21689"
"MU","2912202","Ibicoara (BA)","19571"
"MU","2912301","Ibicuí (BA)","16198"
"MU","2912400","Ibipeba (BA)","18211"
"MU","2912509","Ibipitanga (BA)","14902"
"MU","2912608","Ibiquera (BA)","4044"
"MU","2912707","Ibirapitanga (BA)","23375"
"MU","2912806","Ibirapuã (BA)","8637"
"MU","2912905","Ibirataia (BA)","15312"
"MU","2913002","Ibitiara (BA)","16339"
"MU","2913101","Ibititá (BA)","17113"
"MU","2913200","Ibotirama (BA)","26927"
"MU","2913309","Ichu (BA)","6206"
"MU","2913408","Igaporã (BA)","15640"
"MU","2913457","Igrapiúna (BA)","13226"
"MU","2913507","Iguaí (BA)","26916"
"MU","2913606","Ilhéus (BA)","162327"
"MU","2913705","Inhambupe (BA)","39926"
"MU","2913804","Ipecaetá (BA)","14487"
"MU","2913903","Ipiaú (BA)","45873"
"MU","2914000","Ipirá (BA)","59595"
"MU","2914109","Ipupiara (BA)","9865"
"MU","2914208","Irajuba (BA)","7260"
"MU","2914307","Iramaia (BA)","8537"
"MU","2914406","Iraquara (BA)","25216"
"MU","2914505","Irará (BA)","29034"
"MU","2914604","Irecê (BA)","72967"
"MU","2914653","Itabela (BA)","30584"
"MU","2914703","Itaberaba (BA)","64489"
"MU","2914802","Itabuna (BA)","213223"
"MU","2914901","Itacaré (BA)","28296"
"MU","2915007","Itaeté (BA)","16056"
"MU","2915106","Itagi (BA)","12351"
"MU","2915205","Itagibá (BA)","14579"
"MU","2915304","Itagimirim (BA)","6869"
"MU","2915353","Itaguaçu da Bahia (BA)","14429"
"MU","2915403","Itaju do Colônia (BA)","6682"
"MU","2915502","Itajuípe (BA)","20491"
"MU","2915601","Itamaraju (BA)","64486"
"MU","2915700","Itamari (BA)","8035"
"MU","2915809","Itambé (BA)","23049"
"MU","2915908","Itanagra (BA)","6441"
"MU","2916005","Itanhém (BA)","19405"
"MU","2916104","Itaparica (BA)","22228"
"MU","2916203","Itapé (BA)","8761"
"MU","2916302","Itapebi (BA)","10259"
"MU","2916401","Itapetinga (BA)","76147"
"MU","2916500","Itapicuru (BA)","35576"
"MU","2916609","Itapitanga (BA)","10313"
"MU","2916708","Itaquara (BA)","8319"
"MU","2916807","Itarantim (BA)","19747"
"MU","2916856","Itatim (BA)","14487"
"MU","2916906","Itiruçu (BA)","12576"
"MU","2917003","Itiúba (BA)","36089"
"MU","2917102","Itororó (BA)","20382"
"MU","2917201","Ituaçu (BA)","18962"
"MU","2917300","Ituberá (BA)","28602"
"MU","2917334","Iuiu (BA)","10994"
"MU","2917359","Jaborandi (BA)","8385"
"MU","2917409","Jacaraci (BA)","14842"
"MU","2917508","Jacobina (BA)","80518"
"MU","2917607","Jaguaquara (BA)","54423"
"MU","2917706","Jaguarari (BA)","33570"
"MU","2917805","Jaguaripe (BA)","18788"
"MU","2917904","Jandaíra (BA)","10709"
"MU","2918001","Jequié (BA)","155966"
"MU","2918100","Jeremoabo (BA)","40463"
"MU","2918209","Jiquiriçá (BA)","14537"
"MU","2918308","Jitaúna (BA)","11166"
"MU","2918357","João Dourado (BA)","25188"
"MU","2918407","Juazeiro (BA)","216707"
"MU","2918456","Jucuruçu (BA)","9126"
"MU","2918506","Jussara (BA)","15284"
"MU","2918555","Jussari (BA)","5833"
"MU","2918605","Jussiape (BA)","6186"
"MU","2918704","Lafaiete Coutinho (BA)","3724"
"MU","2918753","Lagoa Real (BA)","15665"
"MU","2918803","Laje (BA)","23840"
"MU","2918902","Lajedão (BA)","3955"
"MU","2919009","Lajedinho (BA)","3783"
"MU","2919058","Lajedo do Tabocal (BA)","8562"
"MU","2919108","Lamarão (BA)","8307"
"MU","2919157","Lapão (BA)","27223"
"MU","2919207","Lauro de Freitas (BA)","198440"
"MU","2919306","Lençóis (BA)","11409"
"MU","2919405","Licínio de Almeida (BA)","12388"
"MU","2919504","Livramento de Nossa Senhora (BA)","45732"
"MU","2919553","Luís Eduardo Magalhães (BA)","87519"
"MU","2919603","Macajuba (BA)","11348"
"MU","2919702","Macarani (BA)","18755"
"MU","2919801","Macaúbas (BA)","49826"
"MU","2919900","Macururé (BA)","7824"
"MU","2919926","Madre de Deus (BA)","21093"
"MU","2919959","Maetinga (BA)","3161"
"MU","2920007","Maiquinique (BA)","10112"
"MU","2920106","Mairi (BA)","18676"
"MU","2920205","Malhada (BA)","16845"
"MU","2920304","Malhada de Pedras (BA)","8393"
"MU","2920403","Manoel Vitorino (BA)","13240"
"MU","2920452","Mansidão (BA)","13643"
"MU","2920502","Maracás (BA)","20834"
"MU","2920601","Maragogipe (BA)","44677"
"MU","2920700","Maraú (BA)","20570"
"MU","2920809","Marcionílio Souza (BA)","10406"
"MU","2920908","Mascote (BA)","13822"
"MU","2921005","Mata de São João (BA)","46583"
"MU","2921054","Matina (BA)","12201"
"MU","2921104","Medeiros Neto (BA)","22688"
"MU","2921203","Miguel Calmon (BA)","26023"
"MU","2921302","Milagres (BA)","10950"
"MU","2921401","Mirangaba (BA)","18338"
"MU","2921450","Mirante (BA)","8641"
"MU","2921500","Monte Santo (BA)","49418"
"MU","2921609","Morpará (BA)","8519"
"MU","2921708","Morro do Chapéu (BA)","35413"
"MU","2921807","Mortugaba (BA)","12042"
"MU","2921906","Mucugê (BA)","9062"
"MU","2922003","Mucuri (BA)","41748"
"MU","2922052","Mulungu do Morro (BA)","10889"
"MU","2922102","Mundo Novo (BA)","26776"
"MU","2922201","Muniz Ferreira (BA)","7422"
"MU","2922250","Muquém do São Francisco (BA)","11348"
"MU","2922300","Muritiba (BA)","29399"
"MU","2922409","Mutuípe (BA)","22221"
"MU","2922508","Nazaré (BA)","28525"
"MU","2922607","Nilo Peçanha (BA)","13997"
"MU","2922656","Nordestina (BA)","13130"
"MU","2922706","Nova Canaã (BA)","16462"
"MU","2922730","Nova Fátima (BA)","7812"
"MU","2922755","Nova Ibiá (BA)","6591"
"MU","2922805","Nova Itarana (BA)","8226"
"MU","2922854","Nova Redenção (BA)","9118"
"MU","2922904","Nova Soure (BA)","26947"
"MU","2923001","Nova Viçosa (BA)","43376"
"MU","2923035","Novo Horizonte (BA)","12385"
"MU","2923050","Novo Triunfo (BA)","15440"
"MU","2923100","Olindina (BA)","28229"
"MU","2923209","Oliveira dos Brejinhos (BA)","21825"
"MU","2923308","Ouriçangas (BA)","8564"
"MU","2923357","Ourolândia (BA)","17451"
"MU","2923407","Palmas de Monte Alto (BA)","21750"
"MU","2923506","Palmeiras (BA)","9019"
"MU","2923605","Paramirim (BA)","21607"
"MU","2923704","Paratinga (BA)","32000"
"MU","2923803","Paripiranga (BA)","28989"
"MU","2923902","Pau Brasil (BA)","9831"
"MU","2924009","Paulo Afonso (BA)","117782"
"MU","2924058","Pé de Serra (BA)","13578"
"MU","2924108","Pedrão (BA)","7347"
"MU","2924207","Pedro Alexandre (BA)","16667"
"MU","2924306","Piatã (BA)","17123"
"MU","2924405","Pilão Arcado (BA)","35048"
"MU","2924504","Pindaí (BA)","16260"
"MU","2924603","Pindobaçu (BA)","20150"
"MU","2924652","Pintadas (BA)","10437"
"MU","2924678","Piraí do Norte (BA)","10023"
"MU","2924702","Piripá (BA)","10707"
"MU","2924801","Piritiba (BA)","24755"
"MU","2924900","Planaltino (BA)","9322"
"MU","2925006","Planalto (BA)","26265"
"MU","2925105","Poções (BA)","46871"
"MU","2925204","Pojuca (BA)","39519"
"MU","2925253","Ponto Novo (BA)","14914"
"MU","2925303","Porto Seguro (BA)","148686"
"MU","2925402","Potiraguá (BA)","7224"
"MU","2925501","Prado (BA)","28174"
"MU","2925600","Presidente Dutra (BA)","15142"
"MU","2925709","Presidente Jânio Quadros (BA)","12338"
"MU","2925758","Presidente Tancredo Neves (BA)","27719"
"MU","2925808","Queimadas (BA)","25439"
"MU","2925907","Quijingue (BA)","27580"
"MU","2925931","Quixabeira (BA)","8972"
"MU","2925956","Rafael Jambeiro (BA)","22621"
"MU","2926004","Remanso (BA)","41008"
"MU","2926103","Retirolândia (BA)","14396"
"MU","2926202","Riachão das Neves (BA)","22339"
"MU","2926301","Riachão do Jacuípe (BA)","33436"
"MU","2926400","Riacho de Santana (BA)","35421"
"MU","2926509","Ribeira do Amparo (BA)","14592"
"MU","2926608","Ribeira do Pombal (BA)","53807"
"MU","2926657","Ribeirão do Largo (BA)","5812"
"MU","2926707","Rio de Contas (BA)","12989"
"MU","2926806","Rio do Antônio (BA)","15371"
"MU","2926905","Rio do Pires (BA)","11655"
"MU","2927002","Rio Real (BA)","40732"
"MU","2927101","Rodelas (BA)","9331"
"MU","2927200","Ruy Barbosa (BA)","30814"
"MU","2927309","Salinas da Margarida (BA)","15667"
"MU","2927408","Salvador (BA)","2872347"
"MU","2927507","Santa Bárbara (BA)","20791"
"MU","2927606","Santa Brígida (BA)","14213"
"MU","2927705","Santa Cruz Cabrália (BA)","27778"
"MU","2927804","Santa Cruz da Vitória (BA)","6315"
"MU","2927903","Santa Inês (BA)","10631"
"MU","2928000","Santaluz (BA)","37348"
"MU","2928059","Santa Luzia (BA)","12597"
"MU","2928109","Santa Maria da Vitória (BA)","39845"
"MU","2928208","Santana (BA)","26614"
"MU","2928307","Santanópolis (BA)","8943"
"MU","2928406","Santa Rita de Cássia (BA)","28338"
"MU","2928505","Santa Terezinha (BA)","10405"
"MU","2928604","Santo Amaro (BA)","60069"
"MU","2928703","Santo Antônio de Jesus (BA)","101512"
"MU","2928802","Santo Estêvão (BA)","52850"
"MU","2928901","São Desidério (BA)","33742"
"MU","2928950","São Domingos (BA)","9058"
"MU","2929008","São Félix (BA)","14740"
"MU","2929057","São Félix do Coribe (BA)","15391"
"MU","2929107","São Felipe (BA)","21074"
"MU","2929206","São Francisco do Conde (BA)","39802"
"MU","2929255","São Gabriel (BA)","18793"
"MU","2929305","São Gonçalo dos Campos (BA)","37550"
"MU","2929354","São José da Vitória (BA)","5657"
"MU","2929370","São José do Jacuípe (BA)","10462"
"MU","2929404","São Miguel das Matas (BA)","11675"
"MU","2929503","São Sebastião do Passé (BA)","44300"
"MU","2929602","Sapeaçu (BA)","17398"
"MU","2929701","Sátiro Dias (BA)","17273"
"MU","2929750","Saubara (BA)","12043"
"MU","2929800","Saúde (BA)","12913"
"MU","2929909","Seabra (BA)","44091"
"MU","2930006","Sebastião Laranjeiras (BA)","11434"
"MU","2930105","Senhor do Bonfim (BA)","79015"
"MU","2930154","Serra do Ramalho (BA)","31472"
"MU","2930204","Sento Sé (BA)","40684"
"MU","2930303","Serra Dourada (BA)","17386"
"MU","2930402","Serra Preta (BA)","14878"
"MU","2930501","Serrinha (BA)","80861"
"MU","2930600","Serrolândia (BA)","13397"
"MU","2930709","Simões Filho (BA)","134377"
"MU","2930758","Sítio do Mato (BA)","13012"
"MU","2930766","Sítio do Quinto (BA)","9986"
"MU","2930774","Sobradinho (BA)","23191"
"MU","2930808","Souto Soares (BA)","16979"
"MU","2930907","Tabocas do Brejo Velho (BA)","12518"
"MU","2931004","Tanhaçu (BA)","20403"
"MU","2931053","Tanque Novo (BA)","17366"
"MU","2931103","Tanquinho (BA)","7918"
"MU","2931202","Taperoá (BA)","21074"
"MU","2931301","Tapiramutá (BA)","17010"
"MU","2931350","Teixeira de Freitas (BA)","160487"
"MU","2931400","Teodoro Sampaio (BA)","7425"
"MU","2931509","Teofilândia (BA)","22518"
"MU","2931608","Teolândia (BA)","14943"
"MU","2931707","Terra Nova (BA)","13033"
"MU","2931806","Tremedal (BA)","16394"
"MU","2931905","Tucano (BA)","50687"
"MU","2932002","Uauá (BA)","24240"
"MU","2932101","Ubaíra (BA)","19895"
"MU","2932200","Ubaitaba (BA)","19056"
"MU","2932309","Ubatã (BA)","27035"
"MU","2932408","Uibaí (BA)","13887"
"MU","2932457","Umburanas (BA)","19222"
"MU","2932507","Una (BA)","19002"
"MU","2932606","Urandi (BA)","16658"
"MU","2932705","Uruçuca (BA)","20519"
"MU","2932804","Utinga (BA)","19178"
"MU","2932903","Valença (BA)","96562"
"MU","2933000","Valente (BA)","28473"
"MU","2933059","Várzea da Roça (BA)","14104"
"MU","2933109","Várzea do Poço (BA)","9170"
"MU","2933158","Várzea Nova (BA)","12697"
"MU","2933174","Varzedo (BA)","8838"
"MU","2933208","Vera Cruz (BA)","43223"
"MU","2933257","Vereda (BA)","6205"
"MU","2933307","Vitória da Conquista (BA)","338480"
"MU","2933406","Wagner (BA)","9345"
"MU","2933455","Wanderley (BA)","12238"
"MU","2933505","Wenceslau Guimarães (BA)","21101"
"MU","2933604","Xique-Xique (BA)","46483"
"MU","3100104","Abadia dos Dourados (MG)","6989"
"MU","3100203","Abaeté (MG)","23237"
"MU","3100302","Abre Campo (MG)","13454"
"MU","3100401","Acaiaca (MG)","3994"
"MU","3100500","Açucena (MG)","9470"
"MU","3100609","Água Boa (MG)","13735"
"MU","3100708","Água Comprida (MG)","1999"
"MU","3100807","Aguanil (MG)","4486"
"MU","3100906","Águas Formosas (MG)","19207"
"MU","3101003","Águas Vermelhas (MG)","13539"
"MU","3101102","Aimorés (MG)","25167"
"MU","3101201","Aiuruoca (MG)","6003"
"MU","3101300","Alagoa (MG)","2674"
"MU","3101409","Albertina (MG)","3007"
"MU","3101508","Além Paraíba (MG)","35362"
"MU","3101607","Alfenas (MG)","79996"
"MU","3101631","Alfredo Vasconcelos (MG)","6907"
"MU","3101706","Almenara (MG)","41896"
"MU","3101805","Alpercata (MG)","7424"
"MU","3101904","Alpinópolis (MG)","19853"
"MU","3102001","Alterosa (MG)","14466"
"MU","3102050","Alto Caparaó (MG)","5847"
"MU","3102100","Alto Rio Doce (MG)","11000"
"MU","3102209","Alvarenga (MG)","3907"
"MU","3102308","Alvinópolis (MG)","15203"
"MU","3102407","Alvorada de Minas (MG)","3606"
"MU","3102506","Amparo do Serra (MG)","4713"
"MU","3102605","Andradas (MG)","41077"
"MU","3102704","Cachoeira de Pajeú (MG)","9412"
"MU","3102803","Andrelândia (MG)","12224"
"MU","3102852","Angelândia (MG)","8520"
"MU","3102902","Antônio Carlos (MG)","11445"
"MU","3103009","Antônio Dias (MG)","9318"
"MU","3103108","Antônio Prado de Minas (MG)","1598"
"MU","3103207","Araçaí (MG)","2347"
"MU","3103306","Aracitaba (MG)","2063"
"MU","3103405","Araçuaí (MG)","36708"
"MU","3103504","Araguari (MG)","117267"
"MU","3103603","Arantina (MG)","2795"
"MU","3103702","Araponga (MG)","8439"
"MU","3103751","Araporã (MG)","6869"
"MU","3103801","Arapuá (MG)","2834"
"MU","3103900","Araújos (MG)","9273"
"MU","3104007","Araxá (MG)","106229"
"MU","3104106","Arceburgo (MG)","10772"
"MU","3104205","Arcos (MG)","40092"
"MU","3104304","Areado (MG)","15070"
"MU","3104403","Argirita (MG)","2727"
"MU","3104452","Aricanduva (MG)","5231"
"MU","3104502","Arinos (MG)","17875"
"MU","3104601","Astolfo Dutra (MG)","14179"
"MU","3104700","Ataléia (MG)","12868"
"MU","3104809","Augusto de Lima (MG)","4869"
"MU","3104908","Baependi (MG)","19148"
"MU","3105004","Baldim (MG)","7826"
"MU","3105103","Bambuí (MG)","23829"
"MU","3105202","Bandeira (MG)","4795"
"MU","3105301","Bandeira do Sul (MG)","5746"
"MU","3105400","Barão de Cocais (MG)","32485"
"MU","3105509","Barão de Monte Alto (MG)","5397"
"MU","3105608","Barbacena (MG)","137313"
"MU","3105707","Barra Longa (MG)","5131"
"MU","3105905","Barroso (MG)","20810"
"MU","3106002","Bela Vista de Minas (MG)","10255"
"MU","3106101","Belmiro Braga (MG)","3429"
"MU","3106200","Belo Horizonte (MG)","2512070"
"MU","3106309","Belo Oriente (MG)","26700"
"MU","3106408","Belo Vale (MG)","7715"
"MU","3106507","Berilo (MG)","11932"
"MU","3106606","Bertópolis (MG)","4604"
"MU","3106655","Berizal (MG)","4735"
"MU","3106705","Betim (MG)","439340"
"MU","3106804","Bias Fortes (MG)","3379"
"MU","3106903","Bicas (MG)","14494"
"MU","3107000","Biquinhas (MG)","2515"
"MU","3107109","Boa Esperança (MG)","40127"
"MU","3107208","Bocaina de Minas (MG)","5090"
"MU","3107307","Bocaiúva (MG)","49979"
"MU","3107406","Bom Despacho (MG)","50605"
"MU","3107505","Bom Jardim de Minas (MG)","6474"
"MU","3107604","Bom Jesus da Penha (MG)","4217"
"MU","3107703","Bom Jesus do Amparo (MG)","6083"
"MU","3107802","Bom Jesus do Galho (MG)","14935"
"MU","3107901","Bom Repouso (MG)","10547"
"MU","3108008","Bom Sucesso (MG)","17603"
"MU","3108107","Bonfim (MG)","6868"
"MU","3108206","Bonfinópolis de Minas (MG)","5493"
"MU","3108255","Bonito de Minas (MG)","11230"
"MU","3108305","Borda da Mata (MG)","19412"
"MU","3108404","Botelhos (MG)","14971"
"MU","3108503","Botumirim (MG)","6319"
"MU","3108552","Brasilândia de Minas (MG)","16538"
"MU","3108602","Brasília de Minas (MG)","32347"
"MU","3108701","Brás Pires (MG)","4333"
"MU","3108800","Braúnas (MG)","4801"
"MU","3108909","Brazópolis (MG)","14459"
"MU","3109006","Brumadinho (MG)","40103"
"MU","3109105","Bueno Brandão (MG)","11001"
"MU","3109204","Buenópolis (MG)","10365"
"MU","3109253","Bugre (MG)","3982"
"MU","3109303","Buritis (MG)","24841"
"MU","3109402","Buritizeiro (MG)","28056"
"MU","3109451","Cabeceira Grande (MG)","6949"
"MU","3109501","Cabo Verde (MG)","14075"
"MU","3109600","Cachoeira da Prata (MG)","3603"
"MU","3109709","Cachoeira de Minas (MG)","11547"
"MU","3109808","Cachoeira Dourada (MG)","2692"
"MU","3109907","Caetanópolis (MG)","11624"
"MU","3110004","Caeté (MG)","44718"
"MU","3110103","Caiana (MG)","5496"
"MU","3110202","Cajuri (MG)","3987"
"MU","3110301","Caldas (MG)","14480"
"MU","3110400","Camacho (MG)","2901"
"MU","3110509","Camanducaia (MG)","21770"
"MU","3110608","Cambuí (MG)","29551"
"MU","3110707","Cambuquira (MG)","12814"
"MU","3110806","Campanário (MG)","3721"
"MU","3110905","Campanha (MG)","16665"
"MU","3111002","Campestre (MG)","21055"
"MU","3111101","Campina Verde (MG)","19745"
"MU","3111150","Campo Azul (MG)","3817"
"MU","3111200","Campo Belo (MG)","54029"
"MU","3111309","Campo do Meio (MG)","11655"
"MU","3111408","Campo Florido (MG)","8151"
"MU","3111507","Campos Altos (MG)","15461"
"MU","3111606","Campos Gerais (MG)","28774"
"MU","3111705","Canaã (MG)","4563"
"MU","3111804","Canápolis (MG)","12150"
"MU","3111903","Cana Verde (MG)","5603"
"MU","3112000","Candeias (MG)","14886"
"MU","3112059","Cantagalo (MG)","4525"
"MU","3112109","Caparaó (MG)","5438"
"MU","3112208","Capela Nova (MG)","4653"
"MU","3112307","Capelinha (MG)","37784"
"MU","3112406","Capetinga (MG)","6920"
"MU","3112505","Capim Branco (MG)","9754"
"MU","3112604","Capinópolis (MG)","16173"
"MU","3112653","Capitão Andrade (MG)","5468"
"MU","3112703","Capitão Enéas (MG)","15234"
"MU","3112802","Capitólio (MG)","8632"
"MU","3112901","Caputira (MG)","9298"
"MU","3113008","Caraí (MG)","23685"
"MU","3113107","Caranaíba (MG)","3183"
"MU","3113206","Carandaí (MG)","25501"
"MU","3113305","Carangola (MG)","33000"
"MU","3113404","Caratinga (MG)","92062"
"MU","3113503","Carbonita (MG)","9405"
"MU","3113602","Careaçu (MG)","6757"
"MU","3113701","Carlos Chagas (MG)","18837"
"MU","3113800","Carmésia (MG)","2632"
"MU","3113909","Carmo da Cachoeira (MG)","12170"
"MU","3114006","Carmo da Mata (MG)","11476"
"MU","3114105","Carmo de Minas (MG)","14859"
"MU","3114204","Carmo do Cajuru (MG)","22478"
"MU","3114303","Carmo do Paranaíba (MG)","30329"
"MU","3114402","Carmo do Rio Claro (MG)","21225"
"MU","3114501","Carmópolis de Minas (MG)","19355"
"MU","3114550","Carneirinho (MG)","10027"
"MU","3114600","Carrancas (MG)","4047"
"MU","3114709","Carvalhópolis (MG)","3579"
"MU","3114808","Carvalhos (MG)","4478"
"MU","3114907","Casa Grande (MG)","2257"
"MU","3115003","Cascalho Rico (MG)","3075"
"MU","3115102","Cássia (MG)","17740"
"MU","3115201","Conceição da Barra de Minas (MG)","3954"
"MU","3115300","Cataguases (MG)","75123"
"MU","3115359","Catas Altas (MG)","5376"
"MU","3115409","Catas Altas da Noruega (MG)","3641"
"MU","3115458","Catuji (MG)","6311"
"MU","3115474","Catuti (MG)","4986"
"MU","3115508","Caxambu (MG)","21656"
"MU","3115607","Cedro do Abaeté (MG)","1164"
"MU","3115706","Central de Minas (MG)","7032"
"MU","3115805","Centralina (MG)","10350"
"MU","3115904","Chácara (MG)","3154"
"MU","3116001","Chalé (MG)","5704"
"MU","3116100","Chapada do Norte (MG)","15356"
"MU","3116159","Chapada Gaúcha (MG)","13680"
"MU","3116209","Chiador (MG)","2687"
"MU","3116308","Cipotânea (MG)","6787"
"MU","3116407","Claraval (MG)","4843"
"MU","3116506","Claro dos Poções (MG)","7551"
"MU","3116605","Cláudio (MG)","28617"
"MU","3116704","Coimbra (MG)","7556"
"MU","3116803","Coluna (MG)","8873"
"MU","3116902","Comendador Gomes (MG)","3111"
"MU","3117009","Comercinho (MG)","6929"
"MU","3117108","Conceição da Aparecida (MG)","10292"
"MU","3117207","Conceição das Pedras (MG)","2812"
